transaction_id,student_id,issue_date,due_date,return_date,book_id,copy_id,fine_amount,initial_status,final_status,payment_status,payment_date,year,quarter
TS_0008,S20EE012,21-05-2021,28-05-2021,24-05-2021,BK640,CP19172,0,good,good,Not Available,,2021,2
TS_0009,S19ME053,28-05-2021,04-06-2021,03-06-2021,BK812,CP24342,0,good,good,Not Available,,2021,2
TS_0014,S19CS133,19-04-2021,26-04-2021,22-04-2021,bk141,CP04215,0,good,good,Not Available,,2021,2
TS_0029,S19ME017,03-05-2021,10-05-2021,05-05-2021,BK901,CP27008,0,good,good,Not Available,,2021,2
TS_0034,S17IT070,13-04-2021,20-04-2021,16-04-2021,BK740,CP22195,0,good,good,Not Available,,2021,2
TS_0035,S19CS036,11-04-2021,18-04-2021,13-04-2021,BK004,CP00100,0,good,good,Not Available,,2021,2
TS_0039,S17CS003,09-05-2021,16-05-2021,14-05-2021,BK014,CP00403,0,good,good,Not Available,,2021,2
TS_0051,S17EC029,12-05-2021,19-05-2021,12-05-2021,BK437,CP13100,0,good,good,Not Available,,2021,2
TS_0054,S19IT016,14-05-2021,21-05-2021,19-05-2021,BK727,CP21793,100,good,Damaged,Paid,19-05-2021 00:00,2021,2
TS_0055,S19CS133,01-05-2021,08-05-2021,03-05-2021,BK039,CP01157,0,good,good,Not Available,,2021,2
TS_0076,S18EC028,19-04-2021,26-04-2021,19-04-2021,BK352,CP10535,0,good,good,Not Available,,2021,2
TS_0083,S19EE002,19-05-2021,26-05-2021,21-05-2021,BK621,CP18623,0,good,good,Not Available,,2021,2
TS_0100,S20ME046,05-04-2021,12-04-2021,10-04-2021,BK821,CP24604,0,Good,good,Not Available,,2021,2
TS_0108,S20CV015,25-05-2021,01-06-2021,27-05-2021,BK171,CP05122,0,good,Good,Not Available,,2021,2
TS_0109,S20ME057,01-04-2021,08-04-2021,02-04-2021,BK854,CP25613,0,Good,good,Not Available,,2021,2
TS_0115,S18CS156,21-04-2021,28-04-2021,21-04-2021,BK100,CP02999,0,good,good,Not Available,,2021,2
TS_0118,S18CS130,03-04-2021,10-04-2021,03-04-2021,BK134,CP04001,0,good,Good,Not Available,,2021,2
TS_0119,S18CS048,10-04-2021,17-04-2021,12-04-2021,BK142,CP04232,0,Good,good,Not Available,,2021,2
TS_0152,S18CV034,28-05-2021,04-06-2021,28-05-2021,BK232,CP06931,0,good,good,Not Available,,2021,2
TS_0160,S18CS141,09-04-2021,16-04-2021,14-04-2021,BK071,CP02118,0,good,Good,Not Available,,2021,2
TS_0166,S18EC013,16-04-2021,23-04-2021,21-04-2021,BK473,CP14176,0,good,good,Not Available,,2021,2
TS_0167,S19IT008,11-05-2021,18-05-2021,16-05-2021,BK781,CP23410,0,Good,good,Not Available,,2021,2
TS_0170,S17CS109,31-05-2021,07-06-2021,05-06-2021,BK036,CP01051,0,good,good,Not Available,,2021,2
TS_0172,S17ME051,17-05-2021,24-05-2021,23-05-2021,BK953,CP28574,0,good,good,Not Available,,2021,2
TS_0192,S17IT057,07-05-2021,14-05-2021,08-05-2021,BK681,CP20416,0,good,good,Not Available,,2021,2
TS_0195,S17CS143,26-05-2021,02-06-2021,28-05-2021,BK066,CP01976,0,good,good,Not Available,,2021,2
TS_0198,S19CS139,25-05-2021,01-06-2021,25-05-2021,BK056,CP01663,0,good,good,Not Available,,2021,2
TS_0200,S17CS145,04-04-2021,11-04-2021,04-04-2021,BK143,CP04268,0,good,good,Not Available,,2021,2
TS_0203,S17EC062,25-04-2021,02-05-2021,25-04-2021,BK326,CP09767,0,good,good,Not Available,,2021,2
TS_0215,S20CS156,04-05-2021,11-05-2021,06-05-2021,BK036,CP01065,0,good,good,Not Available,,2021,2
TS_0223,S20ME023,12-05-2021,19-05-2021,22-05-2021,BK872,CP26139,30,good,good,Paid,22-05-2021 00:00,2021,2
TS_0225,S17IT068,26-04-2021,03-05-2021,26-04-2021,BK679,CP20348,0,good,good,Not Available,,2021,2
TS_0229,S18CS026,22-05-2021,29-05-2021,24-05-2021,BK084,CP02511,0,good,good,Not Available,,2021,2
TS_0230,S18CS136,08-05-2021,15-05-2021,09-05-2021,BK106,CP03163,0,good,good,Not Available,,2021,2
TS_0235,S20CS078,28-04-2021,05-05-2021,04-05-2021,BK129,CP03845,0,good,good,Not Available,,2021,2
TS_0236,S19CV060,16-04-2021,23-04-2021,22-04-2021,BK179,CP05345,0,good,good,Not Available,,2021,2
TS_0237,S20ME015,03-04-2021,10-04-2021,04-04-2021,BK810,CP24293,0,good,good,Not Available,,2021,2
TS_0241,S19ME005,08-05-2021,15-05-2021,12-05-2021,BK894,CP26808,0,good,good,Not Available,,2021,2
TS_0245,S20ME019,02-04-2021,09-04-2021,07-04-2021,BK944,CP28309,0,good,good,Not Available,,2021,2
TS_0250,S19EE022,15-05-2021,22-05-2021,19-05-2021,BK559,CP16764,0,good,good,Not Available,,2021,2
TS_0261,S17EC033,06-05-2021,13-05-2021,18-06-2021,BK379,CP11362,360,good,good,Paid,18-06-2021 00:00,2021,2
TS_0262,S17CS144,25-05-2021,01-06-2021,29-05-2021,BK023,CP00671,0,good,good,Not Available,,2021,2
TS_0271,S17EE018,22-04-2021,29-04-2021,22-04-2021,BK510,CP15296,0,good,good,Not Available,,2021,2
TS_0274,S18CS148,13-05-2021,20-05-2021,13-05-2021,BK080,CP02377,0,good,good,Not Available,,2021,2
TS_0276,S19CS083,21-05-2021,28-05-2021,25-05-2021,BK149,CP04461,0,good,good,Not Available,,2021,2
TS_0280,S17ME001,07-04-2021,14-04-2021,09-04-2021,BK853,CP25584,0,good,good,Not Available,,2021,2
TS_0290,S17CS061,15-04-2021,22-04-2021,18-04-2021,BK116,CP03471,0,good,good,Not Available,,2021,2
TS_0301,S19ME061,03-04-2021,10-04-2021,04-04-2021,BK844,CP25300,0,Good,good,Not Available,,2021,2
TS_0306,S18CS083,30-04-2021,07-05-2021,03-05-2021,BK144,CP04303,0,good,good,Not Available,,2021,2
TS_0321,S20ME076,24-05-2021,31-05-2021,26-05-2021,BK843,CP25261,0,good,good,Not Available,,2021,2
TS_0327,S18IT059,10-05-2021,17-05-2021,15-05-2021,BK668,CP20036,0,good,good,Not Available,,2021,2
TS_0331,S20EE048,06-04-2021,13-04-2021,,BK637,CP19108,1186,good,Lost,Paid,20-04-2021 12:53,2021,2
TS_0334,S17EC045,03-05-2021,10-05-2021,08-05-2021,BK380,CP11395,0,Good,good,Not Available,,2021,2
TS_0341,S17ME055,12-05-2021,19-05-2021,18-05-2021,BK923,CP27674,0,good,good,Not Available,,2021,2
TS_0346,S18CS127,01-05-2021,08-05-2021,04-05-2021,BK016,CP00459,0,good,good,Not Available,,2021,2
TS_0349,S17CS042,25-05-2021,01-06-2021,25-05-2021,BK070,CP02094,0,good,good,Not Available,,2021,2
TS_0350,S20CS160,11-04-2021,18-04-2021,12-04-2021,BK075,CP02221,0,good,good,Not Available,,2021,2
TS_0356,S20CV046,17-04-2021,24-04-2021,,BK197,CP05900,1908,good,lost,Paid,23-05-2021 01:46,2021,2
TS_0360,S17EE033,10-04-2021,17-04-2021,14-04-2021,BK621,CP18620,0,good,good,Not Available,,2021,2
TS_0378,S19EE016,25-04-2021,02-05-2021,27-04-2021,BK579,CP17346,0,good,good,Not Available,,2021,2
TS_0394,S20IT042,02-05-2021,09-05-2021,07-05-2021,BK668,CP20016,0,good,good,Not Available,,2021,2
TS_0400,S19EC006,14-04-2021,21-04-2021,15-04-2021,BK471,CP14113,0,good,good,Not Available,,2021,2
TS_0403,S19CS090,08-05-2021,15-05-2021,10-05-2021,BK052,CP01549,0,good,good,Not Available,,2021,2
TS_0423,S19IT048,14-04-2021,21-04-2021,17-04-2021,BK685,CP20534,0,good,good,Not Available,,2021,2
TS_0425,S18CS138,09-04-2021,16-04-2021,10-04-2021,BK122,CP03634,0,good,good,Not Available,,2021,2
TS_0429,S19CS106,09-04-2021,16-04-2021,15-04-2021,BK019,CP00549,100,good,damaged,Paid,15-04-2021 00:00,2021,2
TS_0439,S19CS024,30-04-2021,07-05-2021,08-05-2021,BK135,CP04038,10,good,good,Paid,08-05-2021 00:00,2021,2
TS_0447,S17CS146,04-04-2021,11-04-2021,29-04-2021,BK128,CP03829,180,good,good,Paid,29-04-2021 00:00,2021,2
TS_0451,S18CV006,24-04-2021,01-05-2021,19-05-2021,BK252,CP07558,180,good,good,Paid,19-05-2021 00:00,2021,2
